,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
7,Ronald Savage,SG,12,0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
8,TEAM TOTALS,,,33,84.0,7.0,17.0,16.0,18.0,45.0,24.0,15.0,6.0,11.0,4.0,91.0
9,PERCENTAGES,FG: 39.3%,3PT: 41.2%,FT: 88.9%,,,,,,,,,,,,
0,DeAndre Ayton,C,45,9,16.0,1.0,1.0,15.0,17.0,15.0,3.0,3.0,1.0,1.0,6.0,34.0
1,Shavon Shields,SG,33,8,15.0,0.0,2.0,5.0,5.0,5.0,4.0,5.0,2.0,0.0,0.0,21.0
2,Tony Pierce,PG,31,8,14.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,0.0,19.0
3,Paul Pierce,SF,35,5,11.0,0.0,1.0,2.0,2.0,7.0,1.0,1.0,1.0,2.0,0.0,12.0
4,Ron Harper,SF,21,5,9.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,0.0,12.0
5,Champ Godbolt,PF,37,2,7.0,1.0,4.0,5.0,5.0,12.0,2.0,5.0,0.0,1.0,3.0,10.0
6,Tacko Fall,C,15,3,9.0,0.0,0.0,3.0,4.0,5.0,1.0,1.0,0.0,3.0,1.0,9.0
7,Devin Lonc,PG,20,4,8.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,8.0
8,Jevon Carter,PG,4,2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
9,TEAM TOTALS,,,46,91.0,3.0,10.0,34.0,39.0,51.0,19.0,17.0,9.0,11.0,10.0,129.0
0,Aljami Durham,PG,30,9,14.0,0.0,2.0,0.0,0.0,3.0,6.0,3.0,2.0,5.0,0.0,18.0
1,Simisola Shittu,C,36,6,15.0,0.0,0.0,4.0,5.0,12.0,1.0,6.0,0.0,0.0,4.0,16.0
2,Odin James,PF,26,7,8.0,0.0,0.0,1.0,4.0,5.0,2.0,3.0,3.0,0.0,0.0,15.0
3,Charles Barkley*,PF,22,6,16.0,0.0,0.0,3.0,5.0,10.0,2.0,6.0,0.0,1.0,1.0,15.0
4,Rashard Lewis*,SF,34,5,7.0,0.0,0.0,4.0,5.0,6.0,2.0,1.0,1.0,1.0,0.0,14.0
5,Timo Cruz,SF,18,3,6.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,9.0
6,Jeff Hornacek*,SG,37,3,16.0,0.0,1.0,2.0,2.0,4.0,3.0,1.0,0.0,3.0,0.0,8.0
7,Matt Farrell,PG,18,3,7.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,0.0,6.0
8,Terence Stansbury,SG,8,1,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
9,Daniel Giddens,C,12,0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0
10,TEAM TOTALS,,,43,92.0,2.0,8.0,17.0,25.0,47.0,23.0,25.0,6.0,16.0,8.0,105.0
11,PERCENTAGES,FG: 46.7%,3PT: 25.0%,FT: 68.0%,,,,,,,,,,,,
0,Grayson Allen,SG,43,10,21.0,3.0,9.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,25.0
1,Kenny George,C,35,7,13.0,0.0,0.0,9.0,10.0,8.0,4.0,3.0,2.0,0.0,2.0,23.0
2,Rafer Alston,PG,41,8,14.0,2.0,2.0,1.0,1.0,4.0,6.0,2.0,5.0,3.0,0.0,19.0
3,Luka Doncic,SF,33,6,21.0,1.0,5.0,2.0,2.0,9.0,6.0,2.0,0.0,2.0,0.0,15.0
4,Paul Wight,C,13,3,5.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,10.0
5,Tyler Davis,PF,31,2,8.0,0.0,1.0,2.0,3.0,11.0,1.0,3.0,2.0,1.0,2.0,6.0
6,Cedric Henderson*,PF,17,2,7.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,4.0
7,Chris Chiozza,PG,12,2,7.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,4.0
8,McKinley Singleton,SF,15,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
9,TEAM TOTALS,,,40,96.0,6.0,18.0,20.0,22.0,47.0,22.0,19.0,10.0,8.0,4.0,106.0
0,Antawn Jamison*,SF,31,11,18.0,0.0,0.0,6.0,6.0,7.0,0.0,2.0,1.0,1.0,0.0,28.0
1,Sarunas Jasikevicius,PG,34,8,18.0,3.0,4.0,3.0,3.0,5.0,6.0,1.0,2.0,4.0,0.0,22.0
2,Mohamed Bamba,C,40,7,15.0,0.0,0.0,6.0,8.0,13.0,3.0,4.0,0.0,2.0,1.0,20.0
3,Austin Wiley,PF,19,7,10.0,0.0,0.0,3.0,3.0,6.0,0.0,1.0,0.0,1.0,1.0,17.0
4,Sam Perkins,PF,29,7,13.0,0.0,1.0,2.0,2.0,16.0,0.0,2.0,0.0,2.0,0.0,16.0
5,Trevon Duval,SG,19,3,7.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,1.0,2.0,0.0,6.0
6,Rob Gray,PG,11,2,4.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0
7,Dazon Ingram,SF,17,1,3.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,2.0
8,Ayo Dosunmu,SG,32,0,7.0,0.0,0.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,0.0,1.0
9,Josh Okogie,SF,8,0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10,TEAM TOTALS,,,46,96.0,3.0,6.0,22.0,26.0,62.0,22.0,14.0,6.0,14.0,2.0,117.0
11,PERCENTAGES,FG: 47.9%,3PT: 50.0%,FT: 84.6%,,,,,,,,,,,,
0,Brandon McCoy,PF,34,11,19.0,0.0,0.0,3.0,4.0,10.0,1.0,1.0,1.0,3.0,0.0,25.0
1,Yommy Sangodeyi,C,37,11,17.0,0.0,0.0,2.0,8.0,9.0,1.0,1.0,1.0,0.0,0.0,24.0
2,Shamorie Ponds,PG,37,9,18.0,1.0,1.0,4.0,6.0,9.0,14.0,4.0,3.0,1.0,0.0,23.0
3,Luke Maye,SF,33,5,13.0,1.0,1.0,10.0,10.0,10.0,5.0,2.0,1.0,1.0,0.0,21.0
4,Josh Reaves,SG,40,7,15.0,0.0,0.0,1.0,2.0,4.0,4.0,1.0,1.0,3.0,0.0,15.0
5,Athansios Cathasach,SF,26,5,7.0,1.0,2.0,0.0,0.0,6.0,3.0,0.0,2.0,2.0,0.0,11.0
6,Joe Fulks,PG,7,4,6.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0
7,Ed Mikan,PF,25,2,3.0,0.0,0.0,3.0,4.0,6.0,3.0,0.0,1.0,0.0,1.0,7.0
8,TEAM TOTALS,,,54,98.0,3.0,4.0,23.0,35.0,56.0,32.0,9.0,10.0,10.0,1.0,134.0
0,DJ Hogg,SF,41,14,21.0,2.0,5.0,3.0,4.0,5.0,5.0,1.0,3.0,5.0,0.0,33.0
1,Anfernee Simons,PG,37,12,20.0,3.0,5.0,0.0,2.0,3.0,14.0,3.0,0.0,2.0,0.0,27.0
2,Chimp Godbolt,SG,43,8,22.0,3.0,7.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,20.0
3,Brian Bowen,PF,30,5,7.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,3.0,0.0,13.0
4,Raef LaFrentz,C,26,4,11.0,1.0,1.0,2.0,2.0,6.0,3.0,1.0,0.0,1.0,1.0,11.0
5,Jontay Porter,PF,20,5,8.0,0.0,0.0,0.0,0.0,11.0,4.0,6.0,0.0,2.0,0.0,10.0
6,Radoslav Nesterovic,C,22,2,3.0,0.0,0.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,6.0
7,Ronald Savage,SG,18,0,2.0,0.0,1.0,0.0,0.0,5.0,1.0,3.0,0.0,1.0,0.0,0.0
8,Elijah Thomas,PF,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,TEAM TOTALS,,,50,94.0,11.0,21.0,9.0,13.0,42.0,32.0,22.0,6.0,16.0,1.0,120.0
10,PERCENTAGES,FG: 53.2%,3PT: 52.4%,FT: 69.2%,,,,,,,,,,,,
0,Romeo Langford,SG,36,14,24.0,4.0,5.0,5.0,5.0,6.0,5.0,0.0,1.0,1.0,0.0,37.0
1,Larry Hughes,PG,38,11,21.0,1.0,2.0,3.0,5.0,4.0,9.0,2.0,1.0,3.0,1.0,26.0
2,Dean Wade,SF,41,10,20.0,2.0,5.0,3.0,3.0,7.0,5.0,3.0,1.0,4.0,0.0,25.0
3,Chris Washburn,C,38,5,11.0,0.0,0.0,4.0,4.0,14.0,1.0,2.0,2.0,1.0,0.0,14.0
4,Scootsie Doubleday,PF,35,5,7.0,1.0,3.0,0.0,0.0,4.0,6.0,6.0,2.0,3.0,0.0,11.0
5,Melvin Turpin,PF,29,4,8.0,0.0,0.0,2.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,10.0
6,Sean Bird,SG,12,3,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0
7,Scoonie Murray,PF,8,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
8,Thomas Wilder,PG,3,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9,TEAM TOTALS,,,52,100.0,8.0,15.0,17.0,20.0,47.0,30.0,16.0,7.0,13.0,2.0,129.0
0,Benji Hammon,PG,37,11,28.0,1.0,6.0,4.0,4.0,7.0,12.0,4.0,0.0,2.0,2.0,27.0
1,Kevin Knox,SF,34,9,15.0,2.0,3.0,4.0,6.0,10.0,2.0,1.0,0.0,1.0,0.0,24.0
2,Mitchell Robinson,PF,34,9,18.0,0.0,0.0,3.0,5.0,9.0,0.0,2.0,1.0,0.0,0.0,21.0
3,Deng Adel,SG,32,8,16.0,1.0,3.0,2.0,2.0,8.0,3.0,1.0,0.0,2.0,1.0,19.0
4,LiAngelo Ball,SF,14,7,12.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,4.0,1.0,0.0,14.0
5,Desean Murray,C,31,4,8.0,0.0,1.0,4.0,5.0,9.0,1.0,1.0,2.0,0.0,0.0,12.0
6,Theo Hilinski,PG,11,3,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,6.0
7,Paschal Chukwu,C,23,2,3.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,2.0,0.0,4.0
8,Malik Newman,SG,16,1,6.0,0.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,4.0
9,Chimezie Metu,PF,9,1,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0
10,TEAM TOTALS,,,55,111.0,4.0,16.0,19.0,25.0,61.0,23.0,15.0,11.0,11.0,3.0,133.0
11,PERCENTAGES,FG: 49.5%,3PT: 25.0%,FT: 76.0%,,,,,,,,,,,,
0,Elle Okobo,PG,38,11,22.0,4.0,9.0,4.0,5.0,7.0,11.0,1.0,1.0,2.0,0.0,30.0
1,Dwight McGhee,PF,31,10,19.0,1.0,4.0,5.0,6.0,6.0,4.0,1.0,2.0,6.0,0.0,26.0
2,Robert Williams,C,29,9,12.0,0.0,0.0,2.0,10.0,12.0,0.0,4.0,0.0,1.0,4.0,20.0
3,Bob Davies,SG,30,4,14.0,2.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,0.0,0.0,12.0
4,Kenny Gattison,C,19,1,1.0,0.0,0.0,10.0,10.0,5.0,3.0,1.0,0.0,0.0,2.0,12.0
5,Oscar Schmidt,SG,23,3,6.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,1.0,0.0,8.0
6,Gary Clark,PF,27,2,2.0,0.0,0.0,2.0,2.0,7.0,0.0,2.0,2.0,3.0,0.0,6.0
7,Bonzi Wells,SF,25,2,6.0,0.0,1.0,2.0,2.0,4.0,0.0,3.0,2.0,1.0,0.0,6.0
8,Fred Scolari,PG,5,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0
9,Glenn Jacobs,SF,13,0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0
10,TEAM TOTALS,,,43,86.0,8.0,19.0,28.0,38.0,53.0,24.0,17.0,8.0,17.0,7.0,122.0
0,Stan Haynes,C,34,15,27.0,0.0,0.0,9.0,10.0,12.0,4.0,6.0,2.0,2.0,0.0,39.0
1,Kendall Stephens,SG,32,6,12.0,4.0,5.0,6.0,6.0,4.0,3.0,1.0,1.0,1.0,0.0,22.0
2,Quinndary Weatherspoon,PF,32,4,10.0,0.0,1.0,7.0,8.0,4.0,1.0,5.0,0.0,3.0,0.0,15.0
3,Herb Jones,SF,39,5,11.0,1.0,2.0,1.0,2.0,12.0,1.0,3.0,2.0,2.0,1.0,12.0
4,Jaylen Adams,PG,13,5,7.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,11.0
5,Jalek Felton,SG,9,2,4.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0
6,Devon Hall,PG,37,2,11.0,0.0,2.0,0.0,0.0,5.0,6.0,1.0,3.0,4.0,1.0,4.0
7,Kevaughn Allen,SF,24,0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0
8,Dan Otten,PF,13,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0
9,Whitey Von Nieda,PF,8,0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
10,TEAM TOTALS,,,39,88.0,7.0,15.0,26.0,31.0,48.0,20.0,23.0,11.0,16.0,2.0,111.0
11,PERCENTAGES,FG: 44.3%,3PT: 46.7%,FT: 83.9%,,,,,,,,,,,,
0,DeAndre Ayton,C,40,15,28.0,0.0,0.0,9.0,13.0,15.0,6.0,0.0,6.0,2.0,0.0,39.0
1,Champ Godbolt,PF,40,12,21.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,0.0,2.0,24.0
2,Devin Lonc,SG,26,8,14.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,18.0
3,Tony Pierce,PG,29,6,13.0,2.0,4.0,1.0,1.0,5.0,7.0,3.0,0.0,0.0,0.0,15.0
4,Shavon Shields,SG,32,2,10.0,0.0,0.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,0.0,6.0
5,Paul Pierce,SF,27,3,6.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,1.0,6.0
6,Jevon Carter,PG,8,2,5.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,6.0
7,Ron Harper,SF,21,1,3.0,0.0,0.0,2.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,4.0
8,Tacko Fall,PF,16,1,2.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,2.0
9,TEAM TOTALS,,,50,102.0,2.0,6.0,18.0,24.0,53.0,24.0,12.0,9.0,6.0,3.0,120.0
0,Dan Cortezzee,SG,43,16,33.0,6.0,9.0,5.0,6.0,7.0,6.0,1.0,0.0,4.0,0.0,43.0
1,Michael Porter Jr,SF,32,7,24.0,3.0,7.0,6.0,6.0,7.0,0.0,0.0,0.0,3.0,0.0,23.0
2,Keita Bates-Diop,SF,16,7,10.0,3.0,4.0,4.0,5.0,5.0,2.0,1.0,0.0,0.0,1.0,21.0
3,De'Anthony Melton,PG,34,6,12.0,3.0,5.0,0.0,0.0,6.0,11.0,2.0,2.0,4.0,0.0,15.0
4,Cracker McCallahan,PF,29,3,6.0,0.0,0.0,0.0,2.0,9.0,1.0,1.0,0.0,0.0,1.0,6.0
5,Aiden Williamson,C,31,1,3.0,0.0,0.0,1.0,2.0,12.0,1.0,4.0,2.0,0.0,0.0,3.0
6,Tai Odiase,C,22,1,1.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,3.0,2.0,2.0
7,Donta Hall,PF,13,1,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0
8,Daniel Taurasi,SG,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
9,O'Shae Brissett,SG,10,0,3.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0
10,Bobby Wanzer,PG,3,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
11,TEAM TOTALS,,,43,99.0,15.0,27.0,16.0,21.0,60.0,24.0,16.0,4.0,16.0,4.0,117.0
12,PERCENTAGES,FG: 43.4%,3PT: 55.6%,FT: 76.2%,,,,,,,,,,,,
0,Len Bias,SF,38,15,23.0,3.0,7.0,3.0,5.0,10.0,2.0,2.0,1.0,3.0,0.0,36.0
1,Laurence Jackson,PF,33,7,17.0,0.0,2.0,6.0,11.0,8.0,1.0,3.0,1.0,5.0,1.0,20.0
2,Kenny Walker,SG,31,5,11.0,0.0,1.0,3.0,7.0,7.0,2.0,1.0,0.0,1.0,0.0,13.0
3,Michael Jackson,PG,17,4,10.0,2.0,3.0,2.0,3.0,0.0,5.0,0.0,0.0,2.0,0.0,12.0
4,Earl Boykins,PG,31,4,11.0,1.0,4.0,2.0,2.0,1.0,13.0,1.0,1.0,1.0,0.0,11.0
5,Trendon Watford,PF,22,4,15.0,1.0,2.0,2.0,2.0,10.0,1.0,2.0,1.0,1.0,0.0,11.0
6,Michael Dickerson,SG,17,1,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0
7,Michael Olowokandi,C,36,0,3.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,1.0,0.0,1.0,0.0
8,Keon Clark,C,12,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,0.0
9,Jimmy Graham,SF,3,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
10,TEAM TOTALS,,,40,94.0,7.0,19.0,18.0,30.0,55.0,25.0,17.0,5.0,16.0,2.0,105.0
0,Yante Maten*,C,36,14,24.0,0.0,1.0,4.0,6.0,15.0,4.0,1.0,0.0,1.0,4.0,32.0
1,Chuck Person,SF,30,10,17.0,2.0,4.0,4.0,4.0,6.0,4.0,3.0,1.0,0.0,0.0,26.0
2,Sam Bowie,PF,27,11,19.0,0.0,0.0,3.0,4.0,11.0,6.0,1.0,3.0,2.0,0.0,25.0
3,Mustapha Heron,SG,41,8,21.0,1.0,3.0,5.0,6.0,9.0,2.0,4.0,2.0,0.0,0.0,22.0
4,Hassani Gravett,PG,37,5,15.0,0.0,0.0,2.0,2.0,8.0,11.0,2.0,1.0,2.0,1.0,12.0
5,Theo Pinson,SF,25,2,4.0,0.0,0.0,3.0,3.0,5.0,3.0,2.0,0.0,1.0,0.0,7.0
6,Jarred Vanderbilt,PF,27,2,4.0,0.0,0.0,0.0,0.0,12.0,1.0,5.0,3.0,0.0,1.0,4.0
7,Jan Michael Vincent,PF,6,1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
8,Bryce Drew,PG,11,0,3.0,0.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0
9,TEAM TOTALS,,,53,110.0,3.0,10.0,22.0,27.0,67.0,35.0,21.0,10.0,6.0,6.0,131.0
10,PERCENTAGES,FG: 48.2%,3PT: 30.0%,FT: 81.5%,,,,,,,,,,,,
0,Clarence Withers,SG,40,17,28.0,3.0,5.0,11.0,13.0,10.0,5.0,3.0,2.0,2.0,0.0,48.0
1,Rui Hachimura,SF,37,9,24.0,2.0,4.0,5.0,6.0,11.0,2.0,1.0,1.0,0.0,1.0,25.0
2,Bobby McDermott,PG,37,8,18.0,4.0,6.0,2.0,2.0,3.0,12.0,2.0,2.0,4.0,0.0,22.0
3,Jake Shuttlesworth,SF,15,3,5.0,0.0,0.0,4.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,10.0
4,Cohn Irish,PF,23,1,3.0,0.0,0.0,4.0,4.0,6.0,0.0,5.0,0.0,1.0,1.0,6.0
5,Hank Hill,PF,13,2,3.0,0.0,0.0,2.0,4.0,5.0,2.0,2.0,0.0,0.0,2.0,6.0
6,Juwanna Mann,PG,11,2,4.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0
7,Goga Bitadze,C,28,2,2.0,0.0,0.0,1.0,6.0,14.0,2.0,5.0,1.0,1.0,1.0,5.0
8,Jahidi White,C,32,1,1.0,0.0,0.0,1.0,2.0,6.0,0.0,2.0,2.0,1.0,0.0,3.0
9,Jon Pierce,SG,5,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
10,TEAM TOTALS,,,46,92.0,9.0,17.0,32.0,43.0,59.0,26.0,20.0,10.0,9.0,6.0,133.0
0,Neon Boudeaux,C,31,11,21.0,0.0,0.0,9.0,10.0,6.0,0.0,5.0,1.0,4.0,0.0,31.0
1,Killian Tillie,SF,40,10,18.0,1.0,2.0,4.0,6.0,8.0,1.0,3.0,0.0,2.0,1.0,25.0
2,Al Harrington*,PF,32,7,21.0,0.0,2.0,2.0,5.0,10.0,2.0,0.0,0.0,1.0,1.0,16.0
3,Austin Luke,PG,36,3,8.0,1.0,2.0,4.0,4.0,4.0,8.0,1.0,4.0,2.0,0.0,11.0
4,Terance Mann,SG,30,3,10.0,0.0,0.0,3.0,4.0,8.0,0.0,3.0,0.0,2.0,1.0,9.0
5,Kayson Williams,SG,15,2,5.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,0.0,7.0
6,Christ Koumadje,PF,16,3,5.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,6.0
7,Michael Young,SG,18,1,5.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,0.0,1.0,0.0,2.0
8,Anas Mahmoud,C,17,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0
9,John Stockston,PG,5,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
10,TEAM TOTALS,,,40,94.0,3.0,7.0,24.0,33.0,53.0,20.0,23.0,6.0,15.0,4.0,107.0
11,PERCENTAGES,FG: 42.6%,3PT: 42.9%,FT: 72.7%,,,,,,,,,,,,
0,Dwayne Washington,PG,31,13,20.0,5.0,8.0,2.0,2.0,5.0,9.0,1.0,1.0,2.0,2.0,33.0
1,Arvydas Sabonis,C,32,8,13.0,1.0,1.0,12.0,18.0,11.0,1.0,2.0,0.0,0.0,1.0,29.0
2,Sidney Deane,SG,31,11,19.0,1.0,1.0,0.0,0.0,5.0,3.0,2.0,2.0,1.0,0.0,23.0
3,Alvin Robertson,SG,28,5,11.0,0.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,14.0
4,Russell Jones,SF,29,3,3.0,0.0,0.0,3.0,4.0,7.0,3.0,2.0,1.0,0.0,1.0,9.0
5,Mike Bibby,PG,5,2,3.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0
6,Allister Baratheon,PF,35,2,3.0,0.0,0.0,0.0,1.0,12.0,3.0,2.0,0.0,1.0,1.0,4.0
7,Salado Valarado,C,26,0,5.0,0.0,0.0,2.0,2.0,5.0,0.0,3.0,1.0,0.0,0.0,2.0
8,Markieff Eaton,SF,14,1,6.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0
9,Darius Bazley,PF,8,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0
10,TEAM TOTALS,,,46,85.0,7.0,12.0,25.0,35.0,49.0,25.0,15.0,7.0,8.0,6.0,124.0
0,Juan Keaney,SG,44,11,19.0,0.0,0.0,4.0,7.0,7.0,2.0,3.0,1.0,3.0,0.0,26.0
1,Sekou Doumbouya,SF,33,10,19.0,0.0,0.0,5.0,5.0,6.0,0.0,2.0,0.0,1.0,0.0,25.0
2,Brian Beard Jr,PG,32,5,8.0,0.0,0.0,4.0,4.0,3.0,11.0,2.0,1.0,5.0,1.0,14.0
3,Darrian Ringo,SG,19,4,9.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,10.0
4,Scotty Poodles,C,22,3,6.0,0.0,0.0,1.0,3.0,3.0,1.0,5.0,0.0,0.0,0.0,7.0
5,Tobi Oyedeji,C,30,3,8.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,6.0
6,Wendell Carter Jr.,PF,32,2,9.0,0.0,0.0,1.0,1.0,5.0,0.0,3.0,0.0,1.0,0.0,5.0
7,Ricky Davis,SF,16,2,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,4.0
8,Ryan Bowen,PG,12,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0
9,TEAM TOTALS,,,41,83.0,1.0,1.0,16.0,21.0,38.0,20.0,19.0,4.0,14.0,1.0,99.0
10,PERCENTAGES,FG: 49.4%,3PT: 100.0%,FT: 76.2%,,,,,,,,,,,,
0,Ian Johnson,PF,30,8,13.0,0.0,0.0,6.0,7.0,14.0,2.0,2.0,0.0,3.0,0.0,22.0
1,Edgar Jones,SF,44,7,16.0,2.0,3.0,5.0,5.0,8.0,0.0,2.0,1.0,4.0,1.0,21.0
2,Jeffrey Fuller,SG,30,7,15.0,3.0,6.0,3.0,4.0,0.0,1.0,2.0,4.0,2.0,0.0,20.0
3,Halawi Winabi,PF,14,5,8.0,1.0,1.0,4.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,15.0
4,Sim Dump,PG,29,5,11.0,2.0,3.0,2.0,2.0,2.0,9.0,2.0,1.0,2.0,0.0,14.0
5,Carl Braun,SG,18,4,7.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,12.0
6,Neetnum Nagdorus,PG,19,3,9.0,1.0,1.0,3.0,3.0,4.0,6.0,2.0,1.0,4.0,1.0,10.0
7,Sagaba Konate,C,26,3,10.0,0.0,0.0,3.0,4.0,11.0,2.0,1.0,0.0,1.0,1.0,9.0
8,Tim McCormick,C,27,1,3.0,0.0,0.0,2.0,3.0,2.0,3.0,1.0,0.0,1.0,0.0,4.0
9,Peyton Gragg,SF,4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
10,TEAM TOTALS,,,43,92.0,11.0,16.0,30.0,36.0,50.0,26.0,13.0,9.0,17.0,3.0,127.0
0,Brain Winter,PG,41,27,46.0,4.0,10.0,1.0,1.0,12.0,15.0,2.0,7.0,3.0,1.0,59.0
1,Jim Pollard,SG,34,7,13.0,3.0,4.0,3.0,4.0,10.0,5.0,1.0,3.0,2.0,0.0,20.0
