,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
4,Keita Bates-Diop,SF,17,6,9.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,14.0
5,Tai Odiase,PF,33,4,6.0,0.0,0.0,2.0,3.0,9.0,2.0,2.0,2.0,1.0,0.0,10.0
6,Donta Hall,PF,13,3,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0
7,Cracker McCallahan,PF,18,1,2.0,0.0,0.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,0.0,4.0
8,Aiden Williamson,C,26,1,2.0,0.0,0.0,0.0,2.0,6.0,2.0,2.0,0.0,0.0,0.0,2.0
9,Karim Shabazz,C,6,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
10,O'Shae Brissett,SG,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,TEAM TOTALS,,,48,92.0,5.0,16.0,16.0,23.0,50.0,23.0,14.0,10.0,16.0,1.0,117.0
0,Brain Winter,PG,26,15,29.0,6.0,12.0,8.0,9.0,7.0,7.0,1.0,7.0,0.0,0.0,44.0
1,Marcquise Reed,PG,36,10,22.0,3.0,9.0,0.0,0.0,6.0,6.0,3.0,1.0,4.0,0.0,23.0
2,Jim Pollard,SG,34,6,18.0,2.0,7.0,2.0,2.0,8.0,9.0,3.0,2.0,3.0,0.0,16.0
3,Sean Marks,C,41,4,5.0,0.0,0.0,3.0,4.0,8.0,1.0,2.0,0.0,0.0,0.0,11.0
4,Donte Grantham,SF,30,5,11.0,1.0,4.0,0.0,1.0,5.0,4.0,2.0,1.0,3.0,0.0,11.0
5,Panagiotis Fasoulas,PF,34,2,3.0,0.0,0.0,3.0,4.0,6.0,3.0,0.0,0.0,2.0,1.0,7.0
6,Buck Johnson,SF,18,3,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,6.0
7,Marques Bolden,PF,15,2,2.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,0.0,4.0
8,Harry Gallatin,C,5,2,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
9,TEAM TOTALS,,,49,98.0,12.0,32.0,16.0,20.0,48.0,31.0,15.0,12.0,13.0,1.0,126.0
10,PERCENTAGES,FG: 50.0%,3PT: 37.5%,FT: 80.0%,,,,,,,,,,,,
0,Michael Jordan,SG,37,15,25.0,0.0,1.0,3.0,4.0,5.0,3.0,1.0,1.0,0.0,0.0,33.0
1,Luka Doncic,SF,37,9,15.0,2.0,5.0,0.0,0.0,10.0,6.0,1.0,2.0,7.0,0.0,20.0
2,Rafer Alston,PG,35,6,12.0,1.0,2.0,5.0,6.0,4.0,9.0,1.0,1.0,1.0,0.0,18.0
3,Kenny George,C,27,4,14.0,0.0,0.0,3.0,4.0,8.0,4.0,2.0,0.0,0.0,1.0,11.0
4,Tyler Davis,PF,32,5,6.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,10.0
5,Paul Wight,C,21,4,11.0,0.0,0.0,1.0,1.0,12.0,0.0,2.0,1.0,1.0,0.0,9.0
6,Cedric Henderson*,PF,16,1,3.0,0.0,0.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,7.0
7,McKinley Singleton,SF,11,2,2.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0
8,Chris Chiozza,PG,13,1,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0
9,Grayson Allen,SG,11,1,4.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,2.0
10,TEAM TOTALS,,,48,95.0,3.0,8.0,18.0,22.0,62.0,28.0,7.0,7.0,10.0,3.0,117.0
0,Elle Okobo,PG,36,13,24.0,2.0,5.0,2.0,4.0,6.0,10.0,0.0,2.0,2.0,0.0,30.0
1,Dwight McGhee,PF,31,7,13.0,0.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,0.0,16.0
2,Bob Davies,SG,29,6,17.0,1.0,2.0,2.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,15.0
3,Kenny Gattison,C,15,4,8.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,8.0
4,Robert Williams,C,33,3,10.0,0.0,0.0,0.0,0.0,11.0,2.0,1.0,0.0,1.0,2.0,6.0
5,Gary Clark,PF,26,3,6.0,0.0,1.0,0.0,0.0,7.0,1.0,2.0,2.0,0.0,0.0,6.0
6,Oscar Schmidt,SG,27,2,11.0,1.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,5.0
7,Glenn Jacobs,SF,12,2,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0
8,Bonzi Wells,SF,26,0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,0.0,1.0,0.0,0.0
9,Fred Scolari,PG,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,TEAM TOTALS,,,40,95.0,4.0,15.0,6.0,8.0,43.0,24.0,14.0,5.0,10.0,3.0,90.0
11,PERCENTAGES,FG: 42.1%,3PT: 26.7%,FT: 75.0%,,,,,,,,,,,,
0,Dean Wade,SF,45,9,16.0,2.0,2.0,7.0,8.0,11.0,4.0,0.0,1.0,2.0,0.0,27.0
1,Romeo Langford,SG,38,10,17.0,3.0,5.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0,0.0,26.0
2,Scootsie Doubleday,C,41,8,15.0,0.0,1.0,3.0,4.0,5.0,6.0,4.0,2.0,2.0,0.0,19.0
3,Larry Hughes,PG,34,8,17.0,0.0,1.0,2.0,2.0,7.0,8.0,1.0,1.0,5.0,0.0,18.0
4,Chris Washburn,C,36,6,18.0,0.0,0.0,4.0,4.0,15.0,1.0,2.0,2.0,0.0,0.0,16.0
5,Melvin Turpin,PF,25,3,4.0,0.0,0.0,2.0,2.0,7.0,0.0,4.0,0.0,4.0,0.0,8.0
6,Thomas Wilder,PG,2,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
7,Scoonie Murray,PF,11,0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
8,Sean Bird,SG,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Christopher Robin,C,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,TEAM TOTALS,,,45,90.0,5.0,9.0,21.0,23.0,55.0,24.0,13.0,8.0,16.0,0.0,116.0
0,Arvydas Sabonis,C,40,14,27.0,0.0,1.0,4.0,9.0,9.0,3.0,2.0,0.0,3.0,2.0,32.0
1,Sidney Deane,SG,31,9,19.0,0.0,4.0,3.0,3.0,7.0,9.0,1.0,2.0,2.0,0.0,21.0
2,Dwayne Washington,PG,40,9,18.0,0.0,3.0,0.0,0.0,2.0,11.0,2.0,5.0,4.0,1.0,18.0
3,Allister Baratheon,PF,38,5,7.0,0.0,0.0,0.0,1.0,11.0,4.0,5.0,0.0,1.0,0.0,10.0
4,Alvin Robertson,SG,20,3,11.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,8.0
5,Darius Bazley,PF,5,3,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
6,Salado Valarado,C,17,2,3.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,2.0,1.0,0.0,4.0
7,Russell Jones,SF,31,1,4.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,1.0,2.0,1.0,2.0
8,Markieff Eaton,SF,12,0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
9,Mike Bibby,PG,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
10,TEAM TOTALS,,,46,94.0,0.0,8.0,9.0,18.0,47.0,33.0,18.0,12.0,13.0,4.0,101.0
11,PERCENTAGES,FG: 48.9%,3PT: 0.0%,FT: 50.0%,,,,,,,,,,,,
0,Tank Selvy,SG,35,10,26.0,3.0,4.0,2.0,3.0,9.0,4.0,1.0,5.0,0.0,0.0,25.0
1,Collin Sexton,PG,38,6,20.0,1.0,7.0,9.0,9.0,9.0,8.0,1.0,2.0,6.0,0.0,22.0
2,Mountain Dew Camacho,C,37,6,13.0,0.0,0.0,5.0,8.0,13.0,1.0,0.0,1.0,1.0,0.0,17.0
3,DJ Rony,PF,34,4,8.0,0.0,0.0,7.0,7.0,9.0,0.0,5.0,1.0,0.0,2.0,15.0
4,Gregor Clegane,PF,18,4,5.0,0.0,0.0,4.0,6.0,4.0,0.0,3.0,0.0,1.0,0.0,12.0
5,Chalky Studebaker,SF,25,2,10.0,0.0,2.0,5.0,5.0,5.0,0.0,0.0,3.0,1.0,0.0,9.0
6,Kostas Antetokounmpo,SF,28,3,13.0,0.0,0.0,1.0,2.0,8.0,0.0,5.0,1.0,1.0,1.0,7.0
7,Leonard Leslie,PF,11,1,3.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0
8,Landyn Freshwater,PG,10,2,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0
9,Jaylen Barford,SG,5,1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
10,TEAM TOTALS,,,39,105.0,4.0,14.0,36.0,43.0,61.0,17.0,17.0,13.0,10.0,3.0,118.0
0,Jackie Moon,SG,37,11,23.0,3.0,6.0,3.0,3.0,8.0,3.0,3.0,1.0,1.0,0.0,28.0
1,Shamorie Ponds,PG,40,11,20.0,3.0,5.0,1.0,2.0,5.0,11.0,1.0,1.0,8.0,0.0,26.0
2,Luke Maye,SF,25,9,16.0,1.0,2.0,4.0,6.0,7.0,2.0,5.0,0.0,1.0,1.0,23.0
3,Ed Mikan,PF,34,3,6.0,0.0,0.0,6.0,6.0,6.0,1.0,5.0,1.0,0.0,4.0,12.0
4,Yommy Sangodeyi,C,23,4,7.0,0.0,0.0,2.0,4.0,9.0,3.0,4.0,1.0,2.0,0.0,10.0
5,Braxton Key,SG,15,5,7.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,10.0
6,Brandon McCoy,PF,23,2,7.0,1.0,2.0,3.0,4.0,10.0,1.0,5.0,2.0,2.0,0.0,8.0
7,Joe Fulks,PF,7,1,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0
8,Josh Reaves,PG,8,1,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,2.0
9,Athansios Cathasach,SF,26,0,3.0,0.0,1.0,1.0,2.0,7.0,3.0,1.0,0.0,0.0,0.0,1.0
10,TEAM TOTALS,,,47,93.0,8.0,18.0,21.0,28.0,60.0,27.0,26.0,7.0,17.0,6.0,123.0
11,PERCENTAGES,FG: 50.5%,3PT: 44.4%,FT: 75.0%,,,,,,,,,,,,
0,Stan Haynes,PF,42,14,24.0,0.0,0.0,16.0,20.0,16.0,2.0,2.0,0.0,4.0,0.0,44.0
1,Devon Hall,PG,36,4,12.0,2.0,5.0,5.0,6.0,4.0,4.0,3.0,2.0,5.0,0.0,15.0
2,Kendall Stephens,SG,31,4,8.0,1.0,3.0,4.0,4.0,6.0,1.0,4.0,0.0,4.0,0.0,13.0
3,Kevaughn Allen,SF,26,5,13.0,2.0,4.0,0.0,0.0,6.0,3.0,3.0,2.0,4.0,0.0,12.0
4,Quinndary Weatherspoon,PF,39,1,11.0,0.0,1.0,6.0,6.0,15.0,4.0,1.0,1.0,1.0,0.0,8.0
5,George Kok,C,8,1,1.0,0.0,0.0,6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0
6,Jaylen Adams,PG,12,2,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0
7,Herb Jones,SF,37,1,8.0,0.0,0.0,1.0,1.0,11.0,3.0,3.0,3.0,0.0,4.0,3.0
8,Whitey Von Nieda,C,1,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
9,Jalek Felton,SG,9,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
10,TEAM TOTALS,,,34,82.0,6.0,14.0,39.0,44.0,59.0,21.0,18.0,8.0,19.0,4.0,113.0
0,Trendon Watford,PF,24,11,18.0,0.0,1.0,3.0,3.0,4.0,0.0,4.0,1.0,0.0,0.0,25.0
1,Len Bias,SF,35,7,16.0,1.0,3.0,7.0,9.0,7.0,1.0,2.0,1.0,1.0,2.0,22.0
2,Kenny Walker,SG,31,5,14.0,0.0,1.0,3.0,3.0,8.0,4.0,1.0,0.0,2.0,1.0,13.0
3,Earl Boykins,PG,31,4,10.0,1.0,2.0,1.0,2.0,1.0,6.0,0.0,3.0,5.0,0.0,10.0
4,Keon Clark,C,29,2,7.0,0.0,0.0,2.0,2.0,7.0,1.0,5.0,1.0,2.0,0.0,6.0
5,Michael Jackson,PG,17,3,10.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,6.0
6,Laurence Jackson,PF,21,2,5.0,0.0,1.0,1.0,2.0,7.0,3.0,4.0,0.0,1.0,2.0,5.0
7,Stojko Vrankovic,PF,11,2,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0
8,Jimmy Graham,SF,9,1,3.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,4.0
9,Michael Dickerson,SG,17,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0
10,Michael Olowokandi,C,14,1,2.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,2.0,1.0,0.0,2.0
11,TEAM TOTALS,,,39,89.0,2.0,10.0,19.0,25.0,45.0,21.0,25.0,11.0,14.0,7.0,99.0
12,PERCENTAGES,FG: 43.8%,3PT: 20.0%,FT: 76.0%,,,,,,,,,,,,
0,Khyri Thomas,SG,32,9,17.0,3.0,5.0,6.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,27.0
1,Elvis Delle Donne,SF,36,7,14.0,2.0,3.0,5.0,6.0,5.0,1.0,3.0,3.0,1.0,0.0,21.0
2,Milt Wagner,SG,16,6,11.0,2.0,4.0,1.0,4.0,1.0,2.0,0.0,2.0,2.0,0.0,15.0
3,Dillon Chambers,PG,35,6,13.0,0.0,2.0,2.0,4.0,4.0,9.0,1.0,1.0,1.0,0.0,14.0
4,John Egbunu,PF,23,3,5.0,0.0,0.0,5.0,8.0,4.0,1.0,0.0,0.0,0.0,1.0,11.0
5,Tryggvi Hlinason,C,25,2,3.0,0.0,0.0,2.0,3.0,14.0,2.0,1.0,0.0,0.0,0.0,6.0
6,George Hauptfuhrer,PF,25,3,5.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,0.0,0.0,0.0,6.0
7,Jordan McLaughlin,PG,13,2,8.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0
8,Tanner Cousy,SF,12,1,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0
9,Chandler Chandler,C,23,1,3.0,0.0,0.0,1.0,2.0,7.0,3.0,1.0,1.0,2.0,3.0,3.0
10,TEAM TOTALS,,,40,83.0,7.0,15.0,24.0,36.0,47.0,26.0,7.0,8.0,8.0,4.0,111.0
0,Chimp Godbolt,SG,44,7,14.0,1.0,2.0,0.0,0.0,10.0,7.0,5.0,0.0,3.0,0.0,15.0
1,Jontay Porter,PF,35,5,16.0,0.0,0.0,3.0,3.0,12.0,0.0,2.0,0.0,1.0,0.0,13.0
2,DJ Hogg,SF,40,5,19.0,1.0,7.0,0.0,0.0,2.0,3.0,2.0,0.0,4.0,0.0,11.0
3,Raef LaFrentz,C,25,5,10.0,0.0,0.0,0.0,0.0,8.0,1.0,4.0,0.0,1.0,0.0,10.0
4,Brian Bowen,PF,22,4,9.0,1.0,2.0,0.0,1.0,7.0,3.0,2.0,0.0,3.0,0.0,9.0
5,Steve Mitchell,PG,27,4,10.0,0.0,1.0,0.0,0.0,4.0,6.0,0.0,3.0,2.0,0.0,8.0
6,Ronald Savage,SG,11,3,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,6.0
7,Radoslav Nesterovic,C,20,1,3.0,0.0,0.0,1.0,4.0,7.0,1.0,4.0,0.0,2.0,0.0,3.0
8,Elijah Thomas,C,4,1,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
9,TEAM TOTALS,,,35,85.0,3.0,12.0,4.0,8.0,55.0,21.0,19.0,4.0,17.0,0.0,90.0
10,PERCENTAGES,FG: 41.2%,3PT: 25.0%,FT: 50.0%,,,,,,,,,,,,
0,Benji Hammon,PG,40,12,28.0,1.0,6.0,8.0,8.0,4.0,17.0,0.0,0.0,1.0,0.0,33.0
1,Mitchell Robinson,PF,31,8,16.0,0.0,0.0,7.0,11.0,15.0,0.0,1.0,0.0,3.0,2.0,23.0
2,Malik Newman,SG,15,7,11.0,4.0,7.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,20.0
3,Deng Adel,SG,33,6,18.0,0.0,2.0,2.0,2.0,9.0,4.0,1.0,1.0,0.0,4.0,14.0
4,LiAngelo Ball,SF,29,6,13.0,1.0,3.0,0.0,0.0,6.0,1.0,1.0,3.0,0.0,0.0,13.0
5,Kevin Knox,SF,19,4,11.0,0.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,9.0
6,Paschal Chukwu,C,20,3,3.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,0.0,1.0,6.0
7,Theo Hilinski,PG,8,3,6.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,6.0
8,Chimezie Metu,PF,9,2,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0
9,Desean Murray,C,36,2,7.0,0.0,0.0,0.0,0.0,14.0,1.0,3.0,2.0,3.0,0.0,4.0
10,TEAM TOTALS,,,53,116.0,7.0,20.0,20.0,24.0,70.0,26.0,17.0,8.0,8.0,9.0,133.0
0,Marvin Bagley III,C,31,9,20.0,0.0,3.0,6.0,9.0,8.0,3.0,1.0,0.0,2.0,1.0,24.0
1,Max Zaslofsky,PG,40,9,22.0,1.0,6.0,4.0,4.0,7.0,12.0,1.0,3.0,3.0,0.0,23.0
2,Kelan Martin,SF,17,5,8.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,13.0
3,Hakeem Olajuwon,C,17,4,10.0,0.0,0.0,5.0,5.0,6.0,2.0,3.0,0.0,1.0,2.0,13.0
4,Alex Reese,PF,15,6,8.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,2.0,12.0
5,Vladimir Stepania,PF,33,4,9.0,0.0,0.0,2.0,2.0,9.0,2.0,1.0,0.0,1.0,0.0,10.0
6,John Petty,SG,33,3,11.0,1.0,2.0,1.0,2.0,11.0,2.0,0.0,1.0,3.0,0.0,8.0
7,Walter Hardaway,SF,31,2,6.0,0.0,2.0,0.0,0.0,7.0,0.0,2.0,3.0,0.0,0.0,4.0
8,Butch McRae,SG,15,1,4.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,4.0
9,Nicklaus Templeton,PG,8,0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10,TEAM TOTALS,,,43,103.0,4.0,18.0,21.0,26.0,57.0,24.0,16.0,8.0,12.0,5.0,111.0
11,PERCENTAGES,FG: 41.7%,3PT: 22.2%,FT: 80.8%,,,,,,,,,,,,
0,Benji Wilson,SF,39,16,26.0,5.0,8.0,3.0,3.0,5.0,5.0,0.0,2.0,0.0,0.0,40.0
1,Zion Williamson,PF,25,11,19.0,0.0,1.0,9.0,11.0,11.0,1.0,2.0,0.0,3.0,1.0,31.0
2,Bones McKinney,SG,39,10,15.0,0.0,1.0,0.0,0.0,5.0,3.0,2.0,2.0,3.0,1.0,20.0
3,Faye Vincent Reagan,C,35,2,12.0,2.0,3.0,4.0,4.0,17.0,7.0,3.0,4.0,2.0,0.0,10.0
4,Salami Brometheus,PF,23,4,9.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,2.0,0.0,8.0
5,Markell Johnson,PG,39,2,5.0,1.0,1.0,1.0,1.0,4.0,13.0,0.0,3.0,5.0,0.0,6.0
6,Brian Newell,SG,9,2,3.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
7,James Thompson IV,C,13,2,5.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,4.0
8,Moritz Wagner*,SF,9,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
9,John Stockton,PG,9,0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0
10,TEAM TOTALS,,,51,97.0,8.0,15.0,19.0,25.0,55.0,37.0,10.0,12.0,15.0,3.0,129.0
0,Vince Carter,SG,44,11,24.0,3.0,6.0,3.0,5.0,5.0,2.0,2.0,0.0,5.0,0.0,28.0
1,RJ Barrett,SF,35,9,16.0,4.0,6.0,0.0,0.0,4.0,2.0,2.0,4.0,1.0,0.0,22.0
2,Brad Daugherty,C,31,8,12.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,0.0,6.0,0.0,17.0
3,Cecil Exum,PG,36,6,15.0,2.0,2.0,0.0,0.0,3.0,14.0,2.0,2.0,3.0,0.0,14.0
4,Otis Thorpe,C,28,6,9.0,0.0,0.0,1.0,1.0,6.0,2.0,4.0,1.0,3.0,1.0,13.0
5,Shareef O'Neal,PF,34,5,12.0,0.0,0.0,2.0,2.0,14.0,1.0,3.0,1.0,0.0,2.0,12.0
6,Andy Phillip,PG,11,2,2.0,1.0,1.0,0.0,0.0,4.0,4.0,2.0,0.0,1.0,0.0,5.0
7,Sum Ting Wong,PF,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8,Lindell Wigginton,PG,4,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
9,Drazen Petrovic,SF,13,0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
10,TEAM TOTALS,,,49,94.0,10.0,16.0,7.0,11.0,43.0,28.0,17.0,8.0,19.0,3.0,115.0
11,PERCENTAGES,FG: 52.1%,3PT: 62.5%,FT: 63.6%,,,,,,,,,,,,
0,George Mikan,PF,37,10,18.0,0.0,0.0,11.0,12.0,15.0,3.0,4.0,0.0,1.0,1.0,31.0
1,Barry Obama,PG,41,6,17.0,0.0,5.0,8.0,9.0,4.0,10.0,2.0,2.0,3.0,0.0,20.0
2,Tevin Mack,SG,34,8,17.0,1.0,3.0,3.0,3.0,10.0,1.0,1.0,2.0,2.0,1.0,20.0
3,Stephon Templeton,PF,22,5,15.0,1.0,4.0,8.0,9.0,5.0,1.0,5.0,0.0,0.0,1.0,19.0
4,Blake Mann,C,29,4,9.0,0.0,0.0,5.0,6.0,10.0,2.0,4.0,2.0,0.0,0.0,13.0
5,Mikal Bridges,SF,31,4,9.0,1.0,3.0,2.0,2.0,5.0,2.0,0.0,0.0,3.0,1.0,11.0
6,Tyler Blevins,SG,13,3,4.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,8.0
7,Joel Berry,SF,25,1,4.0,1.0,1.0,0.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0
8,Prince Rogers Nelson,PG,7,1,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
9,TEAM TOTALS,,,42,95.0,4.0,16.0,39.0,43.0,62.0,21.0,18.0,7.0,10.0,5.0,127.0
0,Trevon Duval,PG,27,10,17.0,0.0,0.0,3.0,5.0,4.0,2.0,2.0,1.0,1.0,0.0,23.0
1,Sarunas Jasikevicius,PG,27,9,15.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,21.0
2,Antawn Jamison*,SF,37,7,19.0,0.0,0.0,6.0,8.0,12.0,0.0,3.0,0.0,1.0,0.0,20.0
3,Mohamed Bamba,C,23,7,9.0,0.0,1.0,0.0,0.0,8.0,1.0,6.0,0.0,2.0,0.0,14.0
4,Sam Perkins,PF,37,4,8.0,0.0,0.0,5.0,6.0,10.0,2.0,3.0,0.0,0.0,0.0,13.0
5,Ayo Dosunmu,SG,37,4,11.0,1.0,6.0,2.0,2.0,0.0,7.0,0.0,0.0,2.0,0.0,11.0
6,Austin Wiley,PF,16,4,10.0,0.0,0.0,2.0,4.0,8.0,0.0,6.0,1.0,0.0,0.0,10.0
7,Freddie McSwain Jr,C,17,0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0
8,Dazon Ingram,SF,12,0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0
9,Rob Gray,PG,5,0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10,Josh Okogie,SF,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,TEAM TOTALS,,,45,97.0,4.0,14.0,18.0,25.0,50.0,18.0,26.0,4.0,12.0,0.0,112.0
12,PERCENTAGES,FG: 46.4%,3PT: 28.6%,FT: 72.0%,,,,,,,,,,,,
0,Junior Battle,SF,35,7,16.0,0.0,0.0,7.0,9.0,8.0,2.0,3.0,0.0,1.0,1.0,21.0
1,Augusto Binelli,C,39,5,9.0,0.0,0.0,4.0,8.0,8.0,2.0,3.0,0.0,2.0,0.0,14.0
2,Jaren Jackson Jr,PF,35,4,14.0,0.0,2.0,5.0,8.0,7.0,4.0,1.0,1.0,2.0,0.0,13.0
3,Darrell Floyd,PG,36,6,14.0,0.0,4.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0,0.0,12.0
4,Terrence Catchings,SG,35,3,14.0,0.0,5.0,4.0,6.0,13.0,4.0,1.0,4.0,3.0,1.0,10.0
5,Greg Buckner,PF,21,2,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,4.0
6,Lancaster Gordon,SG,13,2,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0
7,Trae Young,C,9,1,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
8,Jeff Murray,PG,5,1,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
9,Jason Williams,PG,12,0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0
10,TEAM TOTALS,,,31,79.0,1.0,13.0,20.0,33.0,42.0,21.0,15.0,7.0,11.0,2.0,83.0
0,Sekou Doumbouya,SF,35,8,13.0,0.0,1.0,6.0,6.0,9.0,4.0,4.0,0.0,1.0,2.0,22.0
